ID,sense,net_econ_value,biodiversity,net_ghg_co2e,carbon,cropland_value,forestry_value,grazing_value,grazing_methane,production_value,transition_cost,nitrate_cancer_cases,ground_noxn,noxn_in_drinking_water,surface_noxn,econ,net_econ_value_normed,biodiversity_normed,net_ghg_co2e_normed,carbon_normed,cropland_value_normed,forestry_value_normed,grazing_value_normed,grazing_methane_normed,production_value_normed,transition_cost_normed,nitrate_cancer_cases_normed,ground_noxn_normed,noxn_in_drinking_water_normed,surface_noxn_normed,econ_normed,biodiversity_normed_urban,biodiversity_normed_econ,avg_noxn,distance,distance_urban,distance_econ
10.0,1,1441798720.3549552,1852493.983148,1086888544.685941,323866857.607575,1186575894.7935102,255298624.67405495,129245597.903404,5031163327.091692,1571120117.3709688,129321397.016014,5014.59422,15768718.029621,9944925.395180002,6817011.243864001,1441798720.3549552,0.9753136339509291,0.7940116420566229,0.29496199020336666,0.3222693338174437,0.9311118376138664,0.6620792438523361,0.2953962771796557,0.2969568378904066,0.9555356409939543,0.012906062052636037,0.9990460798352694,0.9878363582217972,0.983455459897072,0.9780191467633718,0.9753136339509291,0.5564262617858333,0.36077982716851315,11292864.6367425,0.16385564049586054,0.17277280131193726,0.1843121993203783
11.0,1,1407668070.000948,1875485.073897,1139825451.429119,335624381.323769,1123197672.284397,276630776.7718,116642104.75868002,4539864004.56836,1516470553.8148768,108802483.813929,5012.476774999999,15677362.093556002,9867989.96768,6747661.797612,1407668070.000948,0.9522257450827241,0.8038660296467325,0.30932811398350973,0.3339688617140333,0.8813786401975896,0.7174010269157972,0.2665904608516342,0.2679586353298542,0.9222984587026398,0.010858308369570203,0.9986242261351075,0.9821133365395736,0.975847301642706,0.968069759293468,0.9522257450827241,0.577646623872305,0.3913598240255677,11212511.945584001,0.15682174191793427,0.1732263059587465,0.1934931119567391
12.0,1,1358012400.118152,1876797.134254,1219164454.5098786,357156662.56287,1024959227.442138,299720810.19542,116063931.160646,4520498744.365553,1440743968.798204,82731568.680052,5009.259029000001,15573829.985421002,9772115.202198,6655136.8592570005,1358012400.118152,0.9186358610330735,0.8044284018908617,0.33085929154892785,0.35539493161743496,0.8042904578885076,0.7772816153410318,0.2652690206541084,0.2668156300126178,0.8762424950916129,0.0082564740540535,0.9979831619958831,0.9756275346838369,0.9663662288510165,0.9547954433172781,0.9186358610330735,0.578857631917065,0.39310496965747166,11114483.422339002,0.15227613970603976,0.16959157402169378,0.19081869074859753
13.0,1,1465354875.6731951,1818985.378501,1020501064.1112746,309329056.833486,1239351306.852825,229334251.38806897,146085602.009382,5685273880.575375,1614771160.250276,149416284.577081,5017.331213,15883245.731735,10037028.365609,6897402.697092,1465354875.6731951,0.99124834045399,0.7796492622374033,0.2769456227564642,0.3078032430131996,0.9725249584424578,0.5947444798902002,0.33388481838563056,0.33556472814658356,0.9820836603188733,0.01491149867633536,0.9995913646593697,0.9950109825609024,0.9925635391980024,0.9895527026987365,0.99124834045399,0.5254984240688388,0.31621069228159576,11390324.214413501,0.1670086841777466,0.1692410482073288,0.17225831987147414
14.0,1,1455911326.6546772,1838358.178887,1052285403.5125936,316215141.003088,1217692509.140682,241782792.13831,137672206.319154,5358505674.936443,1597147507.598146,141236180.943469,5015.2176660000005,15827732.446211,9993311.978763,6859952.021969999,1455911326.6546772,0.984860193495185,0.787952786667525,0.2855713204445573,0.3146553604985812,0.9555291952327477,0.627027930134036,0.3146556469039823,0.31627772695798334,0.9713651747954448,0.014095137830192343,0.999170287548788,0.9915333351261557,0.9882404178449243,0.9841797502393284,0.984860193495185,0.5433791694109336,0.34197807241087436,11343842.2340905,0.16617885792543444,0.17171064285241683,0.17902601096149148
15.0,1,1453269004.62143,1833002.364595,1066643172.6933534,319898925.539168,1207483365.547875,246140405.435843,136556316.34137702,5315977714.179794,1590180087.325095,136911082.703665,5014.857222000001,15824707.082129003,9985911.414153,6850093.58823,1453269004.62143,0.9830727784642711,0.7856571900614218,0.289467760602238,0.3183209741928605,0.9475180309297541,0.6383287560617706,0.312105233191449,0.31376757812615796,0.9671276767689893,0.013663500161912707,0.9990984771191895,0.9913438102306352,0.9875085746804143,0.9827653859952477,0.9830727784642711,0.538435849418641,0.3348544093361481,11337400.335179502,0.1662521615841225,0.17073233459537637,0.17669739820081198
16.0,1,1360206773.405505,1886301.575416,1210379296.2309356,353836204.738943,1033859637.594182,299356541.829729,111745823.448665,4351006057.259424,1444962002.8725758,84755229.467071,5009.213392000001,15570206.908149002,9771011.110293,6655875.111902,1360206773.405505,0.9201202583729506,0.8085021732512664,0.3284751576992539,0.3520908524696313,0.811274652737358,0.7763369391821847,0.25539980295329917,0.2568115794310043,0.8788078507562922,0.008458432061725805,0.9979740698412749,0.9754005658553497,0.9662570450040739,0.9549013585338046,0.9201202583729506,0.5876300596843722,0.40574663959975865,11113041.010025501,0.15220837584253263,0.1730925562275041,0.19820873897759958
17.0,1,1430551907.933268,1849763.740018,1118473220.251714,332070885.625378,1154967211.600021,265900786.09868503,127295344.582035,4956001352.066932,1548163342.280741,117611434.347473,5013.391824,15741612.005977005,9917620.787111,6789268.927589001,1430551907.933268,0.9677056583448337,0.7928414116264104,0.3035335027198593,0.33043289418742944,0.9063083511938377,0.6895743822542032,0.29093889077706253,0.2925205155168587,0.941573616984166,0.011737427098781285,0.9988065292440335,0.9861382927460838,0.9807553022972145,0.9740390276874443,0.9677056583448337,0.553906296620404,0.35714838456990444,11265440.466783002,0.1624541922300727,0.17074415171471546,0.18150827356911403
18.0,1,1451610605.812087,1830119.763983,1072613655.4682108,321315604.89573205,1202986282.538844,248182822.736764,135556246.774386,5277178124.140316,1586725352.0499942,135114746.237907,5014.502248000001,15826591.805466004,9984423.868067,6846683.537139,1451610605.812087,0.9819509443646529,0.7844216565233111,0.2910880421760545,0.3197306655575324,0.9439891481648051,0.6436254634136067,0.30981953192345985,0.3114774907605729,0.9650265499047481,0.013484228746436004,0.9990277564651177,0.9914618793237587,0.9873614709805882,0.9822761546973764,0.9819509443646529,0.5357752610452955,0.3310203190523309,11336637.671302501,0.16596971043168884,0.16993567849425215,0.17523367070369134
19.0,1,1363443125.379568,1899597.586872,1164060455.349914,340099416.992265,1063858021.646029,289410998.302311,106586642.38435,4148537014.4195385,1459855662.3326898,96412536.953122,5010.975718000001,15583159.165803002,9794416.498256002,6685057.743677,1363443125.379568,0.9223095086198858,0.8142010786107549,0.3159050578882131,0.33842182357110284,0.8348145296407418,0.7505446422329148,0.24360827655382025,0.24486114911826284,0.8878659885024881,0.009621812115244733,0.9983251739993481,0.9762119641572056,0.968571608026777,0.9590881159862857,0.9223095086198858,0.5999020384470356,0.423431402492251,11134108.45474,0.14534109204717036,0.1727062204782488,0.20438847999443557
20.0,1,-587891951.988484,2054267.445076,2020530579.121924,563085395.23414,166703901.89863697,359065180.437003,56700759.868681,2205793503.49614,582469842.204321,1170361794.1928048,4958.368995000001,14873437.004616002,9030568.160837,5892120.255016,-587891951.988484,-0.39768313563437885,0.8804953117939195,0.5483356355152068,0.560307888695166,0.13081335725369106,0.9311824670459854,0.12959198340344294,0.13019363937367115,0.3542508862795863,0.11680017606070515,0.9878444574985961,0.931751193551802,0.8930345086401786,0.8453274049716226,-0.39768313563437885,0.7426595278930233,0.6291547337337284,10382778.629816001,1.2900179339878457,1.3085963653750714,1.3336776838399482
21.0,1,1476510880.9508111,1803190.200695,904326977.7493504,283333682.785308,1268732625.270154,198659537.308787,172991316.112558,6728159623.1722765,1640383478.6914988,163872597.740688,5018.860681,15926252.146433003,10084336.57434,6947055.667234001,1476510880.9508111,0.9987948890075973,0.7728791700371542,0.24541806651262466,0.28193609520213053,0.9955806209610683,0.5151941433816246,0.39537896526464794,0.3971194884015214,0.9976607526420418,0.016354214878347526,0.9998960770533535,0.9977051330933456,0.9972418564629065,0.9966762871781162,0.9987948890075973,0.5109197598409094,0.29520183746312156,11436653.906833502,0.1630734175341895,0.163715583608773,0.16459300838928562
22.0,1,886534545.9977621,1955097.882682,1563461722.575782,446702792.88011,465800032.646272,368864013.325765,95543529.073622,3722425899.231062,930207575.0456592,43673029.047897,4982.002079999999,15071610.074289002,9283872.139279,6174035.703798001,886534545.9977621,0.5997017596653486,0.8379894857049796,0.42429537375517223,0.4444993616799693,0.3655155361413646,0.9565942916412404,0.21836877429316925,0.21971058231496443,0.5657406341190739,0.004358496242110174,0.9925528226998112,0.9441658085557406,0.9180837845988674,0.8857730925044633,0.5997017596653486,0.6511278104581227,0.4972512525360868,10622822.8890435,0.3332162952951151,0.3609148261163565,0.3957925118512099
23.0,1,1410666155.916969,1873322.338192,1137101277.9405322,335124529.733478,1128734668.601963,274779036.445365,117785420.874581,4584433220.777687,1521299125.9219089,110632970.00494002,5012.618407,15685513.7306,9874792.011259,6753733.679909,1410666155.916969,0.9542538187856414,0.802939042922844,0.3085888223258863,0.33347147571967556,0.885723547960112,0.7125988121106756,0.2692035581621443,0.2705892661904163,0.9252351359766213,0.011040987871282947,0.9986524431529104,0.9826239984358648,0.9765199569548785,0.9689408766982844,0.9542538187856414,0.5756504578244008,0.38848321187247037,11219623.705254499,0.15756425496338966,0.17315815690987568,0.1925178858462327
24.0,1,1410437931.262787,1872970.936836,1138411776.6128137,335534621.418049,1127270434.084872,275107870.296188,118034763.305734,4594091762.668312,1520413067.6867938,109975136.424007,5012.492806,15684406.135034002,9873766.79135,6752750.240208,1410437931.262787,0.9540994348111761,0.8027884260948075,0.30894446808038883,0.3338795445630485,0.8845745560600671,0.7134515940932807,0.2697734408281719,0.2711593470786728,0.9246962464198728,0.010975337165276593,0.9986274199543886,0.9825546127592206,0.9764185727737974,0.9687997851226865,0.9540994348111761,0.5753261207108029,0.3880158198518238,11218578.187621001,0.15764909727304519,0.17311648375412533,0.19233352940599255
25.0,1,1459725269.841325,1835122.977759,1037351621.3942811,312880755.348985,1228141245.38981,235929291.87615895,141166877.460265,5493890744.266521,1605237414.726234,145512144.884909,5016.443561,15847314.483722,10009257.229365,6873981.9070500005,1459725269.841325,0.9874401588790745,0.7865661223202208,0.28151856074217796,0.3113374222217964,0.9637283690507539,0.6118477424914183,0.3226428655156591,0.32426862677022883,0.976285355313631,0.014521871976562763,0.9994145197917788,0.9927600580966021,0.9898172465430627,0.986192581925279,0.9874401588790745,0.5403931371209383,0.3376749951273189,11360648.195386,0.16636201512917315,0.17124187898550622,0.17772242360868412
26.0,1,1442733914.2877998,1850113.276092,1087293647.2222705,324183468.69681096,1186165004.169607,255191418.842696,130210349.491737,5068953566.63515,1571566772.50404,128832858.21624,5014.612993000001,15771021.855109002,9946322.269692,6817915.075387,1442733914.2877998,0.9759462516528418,0.7929912289616351,0.2950719277410621,0.32258438317309873,0.9307894097560618,0.6618012213762914,0.2976012577145418,0.2991873498631581,0.9558072910696955,0.012857306686467028,0.9990498199369077,0.9879806821025192,0.9835935970686471,0.9781488171575254,0.9759462516528418,0.5542289121123589,0.3576132956157111,11294468.465248002,0.1642599281871452,0.17255039643707049,0.18332120913923358
27.0,1,1342133116.586729,1892196.561773,1229134600.1254578,358569000.595851,1004718452.59543,305248300.61133003,109935623.736808,4280920102.9664536,1419902376.943568,77769260.356839,5008.146253,15530159.705273002,9740504.369649,6630094.971155001,1342133116.586729,0.9078942217827929,0.8110288685279058,0.3335650096354483,0.3568003030727795,0.7884074240725152,0.7916163446394722,0.25126251499526836,0.25267486153609886,0.8635668991190539,0.007761243870793349,0.9977614661912452,0.9728917960890514,0.9632402279383024,0.9512027477563155,0.9078942217827929,0.5930710257679753,0.41358744481589566,11080127.338214003,0.15123870533021208,0.1745977061443966,0.20231735588499108
28.0,1,1048721390.047556,1925857.1158020005,1476157985.236531,424777106.123868,635909627.433233,349482992.039976,104407160.831852,4067903527.549246,1089799780.3050609,41078390.257505,4989.805141,15213305.964328,9429714.672499,6321836.077300001,1048721390.047556,0.709414050303458,0.8254563765361556,0.4006027106539907,0.42268182679350114,0.499001357059209,0.9063324779148101,0.23862697933957533,0.24010187899873742,0.6628026209551665,0.004099555571767516,0.9941074086066177,0.9530423926717219,0.93250617892371,0.906977633616794,0.709414050303458,0.6241391100239474,0.4583586845822526,10767571.020814002,0.24234925269263624,0.26814619258628647,0.29996639976296074
29.0,1,1240571379.37963,1929350.1790040005,1281879300.5227208,370280427.553719,886597544.680415,323939280.10146105,97351753.619432,3790780025.379106,1307888578.401308,67317199.021678,5002.112565,15369662.32697,9610967.829053,6516823.65931,1240571379.37963,0.8391921584591142,0.8269535651230326,0.34787897207246377,0.36845396159049343,0.6957173769276527,0.840088636973537,0.22250154792570997,0.22374508166194124,0.7954415052635224,0.006718145394577216,0.9965593884001236,0.9628373867585552,0.9504303361549956,0.9349520027009762,0.8391921584591142,0.6273631443573596,0.46300473913028656,10943242.99314,0.15470161770485907,0.19433296092883903,0.23823000412810483
30.0,1,1463035182.947133,1824381.331438,1030676571.839512,311612817.72316897,1234397349.3148582,232509014.814336,143768118.988281,5595187990.605383,1610674483.117475,147639300.17034203,5017.199406,15872281.114521002,10027721.236446,6888959.178381001,1463035182.947133,0.9896791700071276,0.7819620629757285,0.2797070724244409,0.31007573889608564,0.9686375640272528,0.6029777595302943,0.3285881129816141,0.33024754417046803,0.9795921124309965,0.014734158564419465,0.999565105053733,0.9943241006268335,0.9916431555221475,0.9883413326906783,0.9896791700071276,0.5304787913065124,0.3233877429772636,11380620.146451002,0.16701259729774898,0.17001466045563537,0.17405130484782272
31.0,1,1412018441.56396,1861952.165207,1147843272.5659184,339014022.202772,1119360330.098557,277568259.711655,122259805.734033,4760407108.87894,1519188395.544245,107169953.980285,5012.313632000001,15689258.548021004,9872716.918013,6748266.299669,1412018441.56396,0.9551685807492126,0.7980655859484002,0.3115040063426369,0.33734178266070297,0.8783674592441518,0.7198322503379215,0.2794299538892852,0.28097585989935786,0.9239514161119929,0.01069538458571114,0.9985917235302206,0.9828585937147215,0.9763147506107903,0.9681564856556308,0.9551685807492126,0.5651559932354159,0.37335996878925165,11218762.423845002,0.15905442275557943,0.1709006427628576,0.1859369552275846
32.0,1,1455937485.97004,1841402.10203,1046428787.9054396,314703375.558414,1220314758.916851,240388602.06903297,138076862.53044,5374179457.103926,1598780223.516324,142842737.54628402,5015.424521000001,15824727.374779005,9993222.893555,6861444.37776,1455937485.97004,0.9848778891253503,0.7892574658918864,0.2839819403707785,0.31315105207276,0.9575868873015692,0.6234123042839874,0.31558050577956925,0.3172028483439609,0.972358172233507,0.014255469528468349,0.9992114987949583,0.9913450814701512,0.9882316081926925,0.9843938547030283,0.9848778891253503,0.546188655570726,0.3460267346149545,11343085.876269503,0.1656230261587936,0.1718180865437014,0.17997514205440499
33.0,1,-10019041218.136244,2332979.139664,3684788137.5836782,1004942264.618111,0.0,2641.52124,214.224216,8300.803123,2855.745456,10019044073.8817,4943.973846,14821282.515814004,8949743.039892,5797119.462149,-10019041218.136244,-6.777442205496558,0.9999560670208484,0.9999851850987103,0.9999852301524815,0.0,6.8503948559532485e-06,4.896185008593146e-07,4.899424024029439e-07,1.7368287342540742e-06,0.9998840679829684,0.9849765450522137,0.9284839590063998,0.8850416979018771,0.8316978844885431,-6.777442205496558,0.9999053950621883,0.9998636677975072,10309200.988981502,7.663036474122385,7.676094568981819,7.693983395878105
34.0,1,1197380159.888355,1918766.514464,1357798777.1684067,392377826.680903,812460856.069691,331985728.016554,103855968.822394,4045996033.078542,1248302552.908639,50922393.020284005,4999.724734,15324425.683702,9557904.038912,6459460.129079001,1197380159.888355,0.8099751917340801,0.8224172195603324,0.3684821517049073,0.3904423618498511,0.6375419591816593,0.8609559101839726,0.2373672067032434,0.2388088221327258,0.7592020284508302,0.005081970805706057,0.9960836663186948,0.9600035228477352,0.9451828484099098,0.9267222039101418,0.8099751917340801,0.6175946128773849,0.4489276154347345,10891942.9063905,0.17495140299613532,0.20610806630880596,0.24244182278774332
35.0,1,1457580384.15342,1843930.377527,1009534600.0901924,305073667.34907305,1239548839.6026108,230194656.91843492,140171102.623513,5453442342.820428,1609914599.144559,152334214.991139,5016.547058,15848614.473846003,10015850.880473,6883585.828082999,1457580384.15342,0.9859892377309651,0.7903411294272102,0.2739695217855163,0.3035688439011509,0.9726799633455989,0.5969758144446983,0.3203669800351683,0.3218812207946616,0.9791299604853155,0.01520270331731556,0.9994351392611891,0.9928414963915483,0.99046929388632,0.9875704318830197,0.9859892377309651,0.5485222082536506,0.34938954404388034,11366100.150964502,0.1623101908928271,0.16919905648547215,0.17822233087023817
36.0,1,1466239796.619402,1824433.355943,1011303061.1334708,307077334.37519896,1243050169.202585,227058229.33451495,147311366.493642,5732358245.446274,1617419765.0307422,151179968.41134,5017.385722000001,15879392.330496002,10036684.893899,6898964.050097,1466239796.619402,0.991846950684128,0.781984361597488,0.27444945028552015,0.3055626275271494,0.9754274735994551,0.5888419531447774,0.3366863549270922,0.33834381186880147,0.9836945086802814,0.015087511413062592,0.9996022243621446,0.9947695850142185,0.9925295732188626,0.9897767060161904,0.991846950684128,0.5305268089862962,0.32345693974642753,11389178.1902965,0.1667245973418478,0.1697397291709143,0.17379345148207342
37.0,1,742563220.6502831,1974629.268883,1617846800.3410287,459664415.133093,379301654.616161,372383071.857169,86775692.481364,3379469424.015605,838460418.954694,95897198.304411,4975.732085,15015681.254453002,9212434.308503002,6094493.648507001,742563220.6502831,0.5023114689631817,0.8463609828165353,0.43905450508784927,0.4573970487095064,0.2976398409821846,0.96572044974146,0.1983295131478242,0.19946809289594308,0.5099411591868509,0.009570382168369335,0.991303666008258,0.940662129841805,0.9110192846727131,0.8743613975160576,0.5023114689631817,0.6691549276471566,0.5232295645335927,10555087.451480001,0.4188265385472484,0.4464577123147048,0.4818135069712608
38.0,1,1449850646.040985,1829750.732449,1077725255.4766586,322510839.96234906,1198569540.731984,249637670.934758,134618812.546264,5240724552.597713,1582826024.213006,132975378.172021,5014.586836,15822059.602236,9980554.885456,6843130.35903,1449850646.040985,0.9807604087262676,0.7842634830895793,0.29247523842445267,0.32092000494075706,0.9405233095293698,0.6473983971537612,0.3076769863700323,0.30932587360340136,0.9626550273948099,0.01327072334324017,0.9990446087379224,0.9911779580103687,0.9869788665947494,0.9817663893327394,0.9807604087262676,0.5354346515953872,0.3305294774792591,11332594.980633,0.16565946680315638,0.1695680383665906,0.17479107992021928
39.0,1,1464609828.7795682,1832884.955207,1003203864.2422352,304738572.946017,1244172494.159069,226674552.59785295,146700431.940668,5708545161.324686,1617547478.69759,152937649.918022,5017.433879,15866423.019339005,10029841.033924,6895421.870565,1464609828.7795682,0.9907443488891284,0.7856068663239053,0.2722514740111653,0.3032354024035041,0.9763081674153476,0.5878469442448382,0.33529003818225556,0.33693828044367624,0.983772182538038,0.015262925127400984,0.9996118185705601,0.9939571183902414,0.9918527826757736,0.9892685185892315,0.9907443488891284,0.5383274826711514,0.3346982454222554,11380922.444952002,0.16523671997089073,0.16972175318566313,0.1756920280519141
40.0,1,1302099066.85112,1914858.68819,1238005353.2976322,359275700.12448394,963088180.900174,311059754.118083,101889322.541145,3966944024.607109,1376037257.559402,73938190.708282,5006.502915000001,15463662.604212,9689590.613169,6587559.200526,1302099066.85112,0.8808129420048524,0.8207422561947737,0.33597237239868677,0.3575035166957603,0.7557399487356091,0.8066874902374808,0.23287235349791913,0.23414289639381078,0.8368886811364828,0.007378909440814027,0.9974340677389048,0.9687260640351827,0.9582053574084144,0.9451002496659768,0.8808129420048524,0.6139877597093195,0.4437298926958933,11025610.902369,0.14687454405442166,0.18099380171885204,0.21935062497544372
41.0,1,1415040721.873567,1869057.337499,1134270158.0395012,334800296.118978,1133759865.182284,273077328.971727,119895345.027048,4666546386.504248,1526732539.181059,111691817.307492,5012.825329000001,15694712.788663002,9882113.320373002,6760005.342803001,1415040721.873567,0.9572130208988443,0.8011109882924764,0.307820507336649,0.33314884143805124,0.8896668439960456,0.7081856853308405,0.2740258789984486,0.2754358721258721,0.9285396700882809,0.011146659085067546,0.9986936677473369,0.9832002763551578,0.9772439625291434,0.9698406561137723,0.9572130208988443,0.5717139391097134,0.38281041847562153,11227359.065733,0.15879458340111932,0.1728710338404438,0.19050750484043807
42.0,1,1428881443.174044,1845515.178828,1123303803.8967323,333397647.497168,1149803374.21141,267337595.882708,127335619.467377,4957711846.31085,1544476589.5614948,115595146.387451,5013.371247,15743067.563921005,9916743.512418002,6787169.842325,1428881443.174044,0.9665756621590244,0.7910204032574023,0.30484443618469786,0.3317531115993458,0.9022562630457927,0.6933005360342328,0.2910309407299186,0.29262147486341156,0.9393313800069792,0.011536204887078726,0.998802429735622,0.9862294766366119,0.9806685484451368,0.9737378772997682,0.9665756621590244,0.5499849512704776,0.3514974570321212,11265118.703123003,0.16206806149670488,0.16933774724384978,0.17883628454506714
