ID,net_econ_value,biodiversity,net_ghg_co2e,carbon,cropland_value,forestry_value,grazing_value,grazing_methane,production_value,transition_cost,nitrate_cancer_cases,ground_noxn,noxn_in_drinking_water,surface_noxn
11.0,1.407668070000948e9,1.8754850738970002e6,1.139825451429119e9,3.35624381323769e8,1.123197672284397e9,2.766307767718e8,1.1664210475868002e8,4.53986400456836e9,1.5164705538148768e9,1.08802483813929e8,5012.476774999999,1.5677362093556002e7,9.86798996768e6,6.747661797612e6
12.0,1.358012400118152e9,1.876797134254e6,1.2191644545098786e9,3.5715666256287e8,1.0249592274421381e9,2.9972081019542e8,1.16063931160646e8,4.520498744365553e9,1.440743968798204e9,8.2731568680052e7,5009.259029000001,1.5573829985421002e7,9.772115202198e6,6.6551368592570005e6
13.0,1.4653548756731951e9,1.8189853785009999e6,1.0205010641112746e9,3.0932905683348596e8,1.239351306852825e9,2.2933425138806897e8,1.46085602009382e8,5.685273880575375e9,1.6147711602502759e9,1.49416284577081e8,5017.331213,1.5883245731735e7,1.0037028365609001e7,6.897402697092e6
14.0,1.4559113266546772e9,1.838358178887e6,1.0522854035125937e9,3.16215141003088e8,1.217692509140682e9,2.4178279213830996e8,1.37672206319154e8,5.358505674936443e9,1.597147507598146e9,1.41236180943469e8,5015.2176660000005,1.5827732446210999e7,9.993311978763001e6,6.859952021969999e6
15.0,1.45326900462143e9,1.8330023645950002e6,1.0666431726933534e9,3.19898925539168e8,1.207483365547875e9,2.46140405435843e8,1.3655631634137702e8,5.315977714179794e9,1.590180087325095e9,1.36911082703665e8,5014.857222000001,1.5824707082129003e7,9.985911414153e6,6.85009358823e6
16.0,1.360206773405505e9,1.886301575416e6,1.2103792962309356e9,3.53836204738943e8,1.033859637594182e9,2.99356541829729e8,1.1174582344866501e8,4.351006057259424e9,1.4449620028725758e9,8.4755229467071e7,5009.213392000001,1.5570206908149002e7,9.771011110293001e6,6.655875111902e6
17.0,1.430551907933268e9,1.849763740018e6,1.118473220251714e9,3.32070885625378e8,1.154967211600021e9,2.6590078609868503e8,1.27295344582035e8,4.956001352066932e9,1.548163342280741e9,1.17611434347473e8,5013.391824,1.5741612005977003e7,9.917620787111e6,6.789268927589001e6
18.0,1.451610605812087e9,1.830119763983e6,1.0726136554682109e9,3.2131560489573205e8,1.2029862825388439e9,2.48182822736764e8,1.35556246774386e8,5.277178124140316e9,1.5867253520499942e9,1.35114746237907e8,5014.502248000001,1.5826591805466004e7,9.984423868067e6,6.846683537139e6
19.0,1.3634431253795679e9,1.8995975868720002e6,1.164060455349914e9,3.40099416992265e8,1.063858021646029e9,2.89410998302311e8,1.0658664238435e8,4.1485370144195385e9,1.4598556623326898e9,9.641253695312199e7,5010.975718000001,1.5583159165803002e7,9.794416498256002e6,6.685057743677e6
20.0,-5.87891951988484e8,2.054267445076e6,2.020530579121924e9,5.6308539523414e8,1.6670390189863697e8,3.59065180437003e8,5.6700759868681e7,2.20579350349614e9,5.82469842204321e8,1.1703617941928048e9,4958.368995000001,1.4873437004616002e7,9.030568160837e6,5.892120255016e6
21.0,1.4765108809508111e9,1.8031902006950001e6,9.043269777493504e8,2.83333682785308e8,1.268732625270154e9,1.98659537308787e8,1.72991316112558e8,6.7281596231722765e9,1.6403834786914988e9,1.63872597740688e8,5018.860681,1.5926252146433003e7,1.008433657434e7,6.947055667234001e6
22.0,8.865345459977621e8,1.9550978826819998e6,1.563461722575782e9,4.4670279288010997e8,4.6580003264627194e8,3.68864013325765e8,9.554352907362199e7,3.722425899231062e9,9.302075750456591e8,4.3673029047896996e7,4982.002079999999,1.5071610074289002e7,9.283872139279e6,6.174035703798001e6
23.0,1.410666155916969e9,1.873322338192e6,1.1371012779405322e9,3.35124529733478e8,1.128734668601963e9,2.74779036445365e8,1.1778542087458101e8,4.584433220777687e9,1.5212991259219089e9,1.1063297000494002e8,5012.618407,1.56855137306e7,9.874792011259e6,6.753733679909e6
24.0,1.410437931262787e9,1.8729709368359998e6,1.1384117766128135e9,3.35534621418049e8,1.127270434084872e9,2.75107870296188e8,1.1803476330573401e8,4.594091762668312e9,1.5204130676867938e9,1.09975136424007e8,5012.492806,1.5684406135034002e7,9.87376679135e6,6.752750240208e6
25.0,1.459725269841325e9,1.8351229777590001e6,1.0373516213942811e9,3.12880755348985e8,1.22814124538981e9,2.3592929187615898e8,1.41166877460265e8,5.493890744266521e9,1.605237414726234e9,1.45512144884909e8,5016.443561,1.5847314483722001e7,1.0009257229365e7,6.8739819070500005e6
26.0,1.4427339142877998e9,1.850113276092e6,1.0872936472222705e9,3.2418346869681096e8,1.186165004169607e9,2.55191418842696e8,1.30210349491737e8,5.06895356663515e9,1.57156677250404e9,1.2883285821624e8,5014.612993000001,1.5771021855109002e7,9.946322269692e6,6.817915075387e6
27.0,1.342133116586729e9,1.8921965617729998e6,1.2291346001254578e9,3.58569000595851e8,1.00471845259543e9,3.0524830061133003e8,1.09935623736808e8,4.2809201029664536e9,1.419902376943568e9,7.7769260356839e7,5008.146253,1.5530159705273002e7,9.740504369649e6,6.630094971155001e6
28.0,1.048721390047556e9,1.9258571158020003e6,1.476157985236531e9,4.24777106123868e8,6.35909627433233e8,3.49482992039976e8,1.0440716083185199e8,4.067903527549246e9,1.0897997803050609e9,4.1078390257505e7,4989.805141,1.5213305964328e7,9.429714672499e6,6.321836077300001e6
29.0,1.2405713793796299e9,1.9293501790040003e6,1.2818793005227208e9,3.70280427553719e8,8.86597544680415e8,3.2393928010146105e8,9.7351753619432e7,3.790780025379106e9,1.307888578401308e9,6.7317199021678e7,5002.112565,1.536966232697e7,9.610967829053e6,6.51682365931e6
30.0,1.463035182947133e9,1.824381331438e6,1.030676571839512e9,3.1161281772316897e8,1.2343973493148582e9,2.32509014814336e8,1.43768118988281e8,5.595187990605383e9,1.610674483117475e9,1.4763930017034203e8,5017.199406,1.5872281114521002e7,1.0027721236446e7,6.888959178381001e6
31.0,1.41201844156396e9,1.861952165207e6,1.1478432725659184e9,3.39014022202772e8,1.119360330098557e9,2.77568259711655e8,1.2225980573403299e8,4.76040710887894e9,1.519188395544245e9,1.0716995398028499e8,5012.313632000001,1.5689258548021004e7,9.872716918013e6,6.748266299669e6
32.0,1.45593748597004e9,1.8414021020300002e6,1.0464287879054395e9,3.14703375558414e8,1.220314758916851e9,2.4038860206903297e8,1.3807686253044e8,5.374179457103926e9,1.598780223516324e9,1.4284273754628402e8,5015.424521000001,1.5824727374779003e7,9.993222893555e6,6.86144437776e6
33.0,-1.0019041218136244e10,2.332979139664e6,3.6847881375836782e9,1.004942264618111e9,0.0,2641.52124,214.224216,8300.803123,2855.745456,1.00190440738817e10,4943.973846,1.4821282515814003e7,8.949743039892e6,5.797119462149e6
34.0,1.197380159888355e9,1.9187665144640002e6,1.3577987771684067e9,3.92377826680903e8,8.12460856069691e8,3.31985728016554e8,1.03855968822394e8,4.045996033078542e9,1.248302552908639e9,5.0922393020284005e7,4999.724734,1.5324425683702e7,9.557904038912e6,6.459460129079001e6
35.0,1.45758038415342e9,1.8439303775270001e6,1.0095346000901924e9,3.0507366734907305e8,1.2395488396026108e9,2.3019465691843495e8,1.40171102623513e8,5.453442342820428e9,1.609914599144559e9,1.52334214991139e8,5016.547058,1.5848614473846003e7,1.0015850880473e7,6.883585828082999e6
36.0,1.466239796619402e9,1.824433355943e6,1.0113030611334709e9,3.0707733437519896e8,1.243050169202585e9,2.2705822933451498e8,1.47311366493642e8,5.732358245446274e9,1.6174197650307422e9,1.5117996841134e8,5017.385722000001,1.5879392330496002e7,1.0036684893899001e7,6.898964050097e6
37.0,7.425632206502831e8,1.9746292688830001e6,1.6178468003410287e9,4.59664415133093e8,3.79301654616161e8,3.7238307185716903e8,8.6775692481364e7,3.379469424015605e9,8.38460418954694e8,9.5897198304411e7,4975.732085,1.5015681254453002e7,9.212434308503002e6,6.094493648507001e6
38.0,1.449850646040985e9,1.829750732449e6,1.0777252554766586e9,3.2251083996234906e8,1.198569540731984e9,2.49637670934758e8,1.34618812546264e8,5.240724552597713e9,1.582826024213006e9,1.32975378172021e8,5014.586836,1.5822059602236e7,9.980554885456e6,6.84313035903e6
39.0,1.4646098287795682e9,1.832884955207e6,1.0032038642422353e9,3.04738572946017e8,1.244172494159069e9,2.2667455259785298e8,1.46700431940668e8,5.708545161324686e9,1.6175474786975899e9,1.52937649918022e8,5017.433879,1.5866423019339003e7,1.0029841033924e7,6.895421870565e6
40.0,1.30209906685112e9,1.9148586881900001e6,1.2380053532976322e9,3.5927570012448394e8,9.63088180900174e8,3.11059754118083e8,1.01889322541145e8,3.966944024607109e9,1.376037257559402e9,7.3938190708282e7,5006.502915000001,1.5463662604212e7,9.689590613169e6,6.587559200526e6
41.0,1.415040721873567e9,1.8690573374990001e6,1.1342701580395012e9,3.34800296118978e8,1.133759865182284e9,2.73077328971727e8,1.19895345027048e8,4.666546386504248e9,1.526732539181059e9,1.11691817307492e8,5012.825329000001,1.5694712788663002e7,9.882113320373002e6,6.760005342803001e6
42.0,1.4288814431740441e9,1.845515178828e6,1.1233038038967323e9,3.33397647497168e8,1.14980337421141e9,2.6733759588270798e8,1.27335619467377e8,4.95771184631085e9,1.5444765895614948e9,1.15595146387451e8,5013.371247,1.5743067563921003e7,9.916743512418002e6,6.787169842325e6
43.0,1.4746742280505822e9,1.8099187884860002e6,9.383970197309477e8,2.91000922908486e8,1.264312136402721e9,2.06406749389875e8,1.65326057979384e8,6.43031821334171e9,1.6360449437719798e9,1.61370715721398e8,5018.884541000001,1.5916853038732003e7,1.0074643130248e7,6.937245873165e6
44.0,1.454168872454808e9,1.82852364012e6,1.064805826234331e9,3.19513928338359e8,1.20979996531756e9,2.4506992842365497e8,1.37103474345968e8,5.3372622169826e9,1.5919733680871828e9,1.37804495632375e8,5014.891100000001,1.5834949778432004e7,9.993242901084e6,6.855878295801001e6
45.0,1.441496241464099e9,1.853930491866e6,1.0853266504087484e9,3.23295449071195e8,1.1878196404690459e9,2.5516982170756096e8,1.28568821146097e8,5.004499809281656e9,1.571558283322704e9,1.3006204185860501e8,5014.59422,1.5768298063538e7,9.945429724628001e6,6.818009727909001e6
46.0,1.4569217329714699e9,1.8390403346250001e6,1.0460224128362048e9,3.14730005658391e8,1.221498849307184e9,2.39702671240952e8,1.38726578881453e8,5.399380395561444e9,1.599928099429589e9,1.43006366458119e8,5015.433791,1.5831442665483002e7,9.997149580843e6,6.863869896642e6
47.0,-9.98718056983748e9,2.330947060986e6,3.684714463701583e9,1.0049330779341841e9,1.9439856622068997e7,41655.341217,51239.839908,2.007769521251e6,1.9532751803194e7,1.0006713321640675e10,4944.092248,1.4844966212687e7,8.962566529246999e6,5.804095145902e6
48.0,6.0089990423235e7,2.0049766704620002e6,1.854344560597752e9,5.2335036974692905e8,1.84100957495255e8,3.76086292649547e8,8.295960310243401e7,3.23033975704936e9,6.43146853247236e8,5.830568628240011e8,4960.893222000001,1.4885436257196002e7,9.050268507871e6,5.915596572056e6
49.0,1.252447560062769e9,1.903954538168e6,1.3183432531491423e9,3.82486351400144e8,8.82255170850489e8,3.21370857415049e8,1.07974637044782e8,4.205335099235948e9,1.31160066531032e9,5.9153105247550994e7,5004.223159000001,1.5405004458676001e7,9.627619302059e6,6.523394846755001e6
50.0,1.472851059196168e9,1.8153842509870003e6,9.572349927769978e8,2.95079015621356e8,1.26053641182618e9,2.11401209985351e8,1.60309198649645e8,6.236069891732042e9,1.632246820461176e9,1.5939576126500797e8,5018.805617,1.5908056246793e7,1.0066172126309e7,6.928947391492e6
51.0,1.4691958093126912e9,1.8249927541629998e6,9.786392767548832e8,2.99475864267569e8,1.254678886309948e9,2.1833974444981998e8,1.53493227713499e8,5.971944611310158e9,1.626511858473267e9,1.57316049160576e8,5018.199107,1.5888411871589001e7,1.0049263363173999e7,6.913509636564e6
52.0,1.450792503139287e9,1.8335055418270002e6,1.0744387075037742e9,3.2170180071396804e8,1.200897211210819e9,2.4894270439791e8,1.35038107065279e8,5.256728089038755e9,1.584878022674008e9,1.3408551953472102e8,5014.862563000001,1.5817930062825002e7,9.978958127169e6,6.842919514183e6
53.0,1.468184460141963e9,1.820469346632e6,1.0012369566600894e9,3.04810245927052e8,1.2474297344468489e9,2.2418206923027e8,1.49570154616663e8,5.820030586955065e9,1.621181958293782e9,1.5299749815181902e8,5018.043409,1.5888589929460002e7,1.0044633342061e7,6.9062956202380005e6
54.0,1.403179322232152e9,1.8695576835150002e6,1.1580534751119688e9,3.41105294056194e8,1.104777779105029e9,2.82186277281158e8,1.1900048316563499e8,4.633296821370459e9,1.5059645395518217e9,1.0278521731966999e8,5011.759208,1.5664306107913002e7,9.85208821917e6,6.729995543430001e6
55.0,8.004988405147141e8,1.9675466042630002e6,1.5974239789935033e9,4.5469440399126697e8,4.1035386323177797e8,3.7216724386759305e8,8.958750927039799e7,3.489441782057108e9,8.72108616369769e8,7.160977585505499e7,4978.269566999999,1.5034782684532002e7,9.237886283953e6,6.123208430009e6
56.0,-5.634894290454135e9,2.19760276314e6,3.053780822462217e9,8.370161508523481e8,6.0963957621067986e7,2.22427365476978e8,1.9384760233212e7,7.639198664862981e8,3.02776083331258e8,5.937670373785393e9,4951.733245999999,1.4856868558317e7,8.984655369251002e6,5.831430838994e6
57.0,1.331539308491051e9,1.911203677995e6,1.1836063191303117e9,3.44586566340295e8,1.021911034826352e9,2.97332686035293e8,1.02624433028205e8,3.993887872538497e9,1.42186815388985e9,9.0328845398799e7,5009.197407,1.5519547734384e7,9.746428306363001e6,6.645491069317e6
58.0,1.3579351984217262e9,1.895753957868e6,1.1970522018432384e9,3.49316184345157e8,1.038113957711565e9,2.9862225801811695e8,1.07588969227287e8,4.188690371116864e9,1.4443251849569688e9,8.6389986535243e7,5008.689668000001,1.5559470079645004e7,9.768418986118e6,6.657782769444001e6
59.0,1.455095828687895e9,1.842566258145e6,1.0484609128720706e9,3.15084530956025e8,1.218688589396908e9,2.4149694974678898e8,1.37261809361355e8,5.342451698334393e9,1.5974473485050519e9,1.42351519817157e8,5015.355819,1.5821190579153001e7,9.990636040503e6,6.859368016412001e6
60.0,-1.0397129761145539e9,2.063076356537e6,2.139103010050796e9,5.94845894428498e8,1.40181253743595e8,3.5697242396327096e8,5.3975665689561e7,2.0999301426848469e9,5.511293433964272e8,1.590842319510981e9,4957.290213,1.4875083929752e7,9.022700870864e6,5.879636721061001e6
61.0,1.40174771994223e9,1.849631243856e6,1.1676425586306741e9,3.44438797388084e8,1.096314988246964e9,2.8376804893650997e8,1.22351220740324e8,4.764984922948354e9,1.502434257923798e9,1.0068653798156801e8,5011.719877,1.5688769004388003e7,9.862808541117e6,6.733189643519e6
62.0,9.898543529736409e8,1.9413387989579998e6,1.5072863238300939e9,4.32185246137777e8,5.74424016909087e8,3.5727393736279595e8,9.932367260657e7,3.8696456004210835e9,1.031021626878453e9,4.116727390481201e7,4987.61405,1.5147933921160001e7,9.370579565179e6,6.266133350545e6
63.0,-9.963014557069012e9,2.3309561213680003e6,3.683752289032364e9,1.004720496120049e9,1.6880148601562e7,435011.246369,279899.09497800004,1.1143170390781e7,1.7595058942909e7,9.98060961601192e9,4944.0036900000005,1.4842092820503e7,8.960479920477e6,5.802427309483999e6
64.0,1.442180550108687e9,1.8463682745660003e6,1.0925889654083886e9,3.25728832890954e8,1.182484602673207e9,2.5602019024177098e8,1.30686547724403e8,5.087504426255459e9,1.5691913406393812e9,1.2701079053069401e8,5014.2532870000005,1.5774704069763003e7,9.946880290798001e6,6.816651420523001e6
65.0,1.02017202785063e9,1.9201238308770002e6,1.4979279188451784e9,4.31119591586831e8,5.992970651074991e8,3.53391551879392e8,1.0630187330691701e8,4.1421958486600933e9,1.058990490293808e9,3.8818462443178e7,4988.011931,1.5209466075371e7,9.41139750254e6,6.295699044595e6
66.0,-1.9025559937162719e9,2.12457221549e6,2.3250414530414376e9,6.39998232794694e8,1.27115718031773e8,3.21736950412954e8,2.7715078975348998e7,1.080936693622023e9,4.76567747420076e8,2.379123741136348e9,4954.978088,1.4866529734345e7,9.006851390464e6,5.860096173390999e6
67.0,1.436156923685151e9,1.864196642442e6,1.0662416751484357e9,3.1721492728755605e8,1.1973448005091672e9,2.50759493505758e8,1.24490989686189e8,4.843986245296814e9,1.5725952837011137e9,1.3643836001596302e8,5014.983007000001,1.5775061981869003e7,9.95493159703e6,6.829228812561001e6
68.0,1.388988561002923e9,1.879767071319e6,1.1723250702209122e9,3.44048024147248e8,1.0859209592130928e9,2.8711073617999804e8,1.14540754371364e8,4.459217582616514e9,1.4875724497644548e9,9.858388876153201e7,5010.778145,1.5633671947989002e7,9.826241418140002e6,6.706769861823001e6
69.0,1.4751729059084492e9,1.8037239200610002e6,9.428445325650128e8,2.9217462091510296e8,1.264142690852857e9,2.06867966639682e8,1.65135464696146e8,6.423120539518246e9,1.636146122188685e9,1.60973216280236e8,5018.885561000001,1.5926270863248002e7,1.0079842996746e7,6.940168953727001e6
70.0,1.469705144463519e9,1.823463545678e6,9.782796048271525e8,2.9948286380409706e8,1.254775233328989e9,2.1797497778613997e8,1.53987439372126e8,5.991211456060157e9,1.626737650487255e9,1.57032506023736e8,5018.275826000001,1.5890818415359003e7,1.0050755226014001e7,6.914517077896001e6
71.0,1.465063713037267e9,1.8315257761790003e6,1.0044610991976062e9,3.05133017364838e8,1.2446577273510861e9,2.2639606013895598e8,1.46942155106574e8,5.717998223673321e9,1.617995942596616e9,1.52932229559349e8,5017.443281,1.5870745945356002e7,1.0032247265608002e7,6.896815362134e6
72.0,-7.901827172142291e8,2.0694773711030001e6,2.0678791766000507e9,5.744209422410749e8,1.64432815589616e8,3.51751108547693e8,4.9249405286825e7,1.9165472475278811e9,5.65433329424134e8,1.355616046638363e9,4958.137383000001,1.487222687813e7,9.02808915966e6,5.889044639409e6
73.0,1.458261318904928e9,1.836006819603e6,1.0439901942502644e9,3.1436849877408e8,1.223530026438471e9,2.38597671685871e8,1.3964214525021002e8,5.434715062734783e9,1.601769843374552e9,1.4350852446962398e8,5015.433791,1.5838526769667001e7,1.0001632382408e7,6.866949849832e6
74.0,1.329237042009351e9,1.891615032602e6,1.245849922740754e9,3.6324919130600905e8,9.86011308941025e8,3.07607440160295e8,1.10502479330574e8,4.303188935730621e9,1.404121228431894e9,7.4884186422543e7,5007.662345000001,1.5513988071501004e7,9.725506113889001e6,6.615670556736002e6
75.0,1.40948183094419e9,1.8796709263e6,1.1147545244084888e9,3.28488851045715e8,1.142149662584798e9,2.69503545532009e8,1.15266181817746e8,4.485229804623315e9,1.5269193899345527e9,1.1743755899036302e8,5013.2409800000005,1.5696208277152002e7,9.88653256378e6,6.766178745266001e6
76.0,1.441599900579492e9,1.851981911395e6,1.088344751376598e9,3.24303866687779e8,1.184771432365776e9,2.55812667182775e8,1.29431660163654e8,5.038471323929584e9,1.570015759712205e9,1.2841585913271299e8,5014.487813,1.5767464641276002e7,9.943725563357e6,6.81583019193e6
77.0,-8.527609324087056e9,2.313846769455e6,3.4764629531843376e9,9.48385495255435e8,2.9527008809260998e7,4.969520902514e7,1.20374083354e6,4.7526470946207e7,8.0425958667941e7,8.608035282754997e9,4944.707468,1.4845669909502e7,8.965414156422e6,5.808089296216e6
78.0,1.4572718284161642e9,1.844358151327e6,1.0059581741963627e9,3.0410316115668803e8,1.2405832881465561e9,2.2958595263011196e8,1.40200842315203e8,5.454337502241327e9,1.610370083091871e9,1.53098254675707e8,5016.554731,1.5850820884650001e7,1.0017568596056e7,6.885026646482001e6
79.0,1.460132954192251e9,1.8406230255e6,1.0037657946734262e9,3.03984244207945e8,1.242580412884228e9,2.28465324723918e8,1.4244133396831298e8,5.542155037785273e9,1.613487071576459e9,1.53354117384208e8,5016.592492,1.5855526169644002e7,1.0021650112325002e7,6.888733054836e6
80.0,1.284803873277293e9,1.9057871603690002e6,1.2834313224036417e9,3.72638794877439e8,9.246993850765772e8,3.16995664239462e8,1.06434766311925e8,4.1455462740150642e9,1.348129815627964e9,6.3325942350671e7,5005.689603000001,1.5435344304156002e7,9.658635157148e6,6.5549013515840005e6
81.0,-1.687360113846183e9,2.124774413382e6,2.260777828252306e9,6.223532453528681e8,1.4599583827604902e8,3.20302842608375e8,2.7179197766799e7,1.059203568743834e9,4.9347787865122306e8,2.180837992497406e9,4955.401811,1.4865760854511999e7,9.011079125164e6,5.86677362563e6
82.0,1.451062305731403e9,1.849995288748e6,1.0455675018171085e9,3.13545343947043e8,1.219489534783004e9,2.41757662876253e8,1.33748151623283e8,5.204937966102459e9,1.5949953492825398e9,1.43933043551137e8,5016.034949,1.5816631702406002e7,9.988066386419002e6,6.857998635835e6
83.0,1.474554897208962e9,1.8110250276460003e6,9.356585098377393e8,2.9032577297829103e8,1.265039358153454e9,2.05871891745139e8,1.65671600535765e8,6.443466220799717e9,1.6365828504343581e9,1.62027953225396e8,5018.899059,1.5916119805694003e7,1.0074824204619002e7,6.937919839080001e6
84.0,1.459553485631582e9,1.830203527259e6,1.0437820328421346e9,3.14553291805565e8,1.224740432290763e9,2.37397850891973e8,1.40775885731979e8,5.479001855580185e9,1.602914168914715e9,1.4336068328313303e8,5015.751234,1.5850580666805003e7,1.0009143521217002e7,6.872011244756e6
85.0,1.293602183456852e9,1.900185297827e6,1.279467456681591e9,3.71976813108122e8,9.353192848852351e8,3.15126475799033e8,1.0841118787551099e8,4.2223762357428184e9,1.358856948559779e9,6.5254765102927e7,5005.844676000001,1.5452365535479002e7,9.672856644622e6,6.567634428659e6
86.0,8.731438304727521e8,1.9477855464309999e6,1.578951844375513e9,4.51870835248147e8,4.3860383496513194e8,3.7212389731942797e8,9.9965059782851e7,3.8953942433846173e9,9.10692792067411e8,3.7548961594659e7,4981.125918000002,1.5067027427846003e7,9.270085650366e6,6.155321806789e6
87.0,1.308319639816485e9,1.896692537405e6,1.2660063835648928e9,3.68456864989138e8,9.566433498462341e8,3.11966473219715e8,1.0912698326490399e8,4.250106069763998e9,1.377736806330853e9,6.941716651436801e7,5006.871907000001,1.5479482097210001e7,9.694241622929e6,6.585956976751002e6
88.0,1.374777819347048e9,1.894277696614e6,1.1608788668795204e9,3.39680932434346e8,1.078190785281889e9,2.86572647106901e8,1.08693871285647e8,4.2308942689874067e9,1.4734573036744368e9,9.867948432738902e7,5011.739644,1.5608921046670003e7,9.813121508998e6,6.699921658046e6
89.0,1.2834362604477992e9,1.879166601337e6,1.296041433498594e9,3.77851618210872e8,9.184005802928311e8,3.15471760702174e8,1.14747727152069e8,4.470724997063497e9,1.348620068147074e9,6.5183807699275e7,5006.161475000001,1.5467978381683003e7,9.677818741815e6,6.566622384076001e6
90.0,1.1999621082927299e9,1.90668272064e6,1.3640853065331686e9,3.9501264092955697e8,8.155643971892301e8,3.28837638754174e8,1.08202500708276e8,4.214718843760353e9,1.25260453665168e9,5.2642428358950004e7,5000.583461000001,1.5355272843381e7,9.577610415511e6,6.473174744981e6
91.0,1.434915118194474e9,1.865064680675e6,1.069313193686329e9,3.17899572997151e8,1.194294279024302e9,2.52092073259482e8,1.23771539410783e8,4.815928698494569e9,1.570157891694567e9,1.35242773500093e8,5014.887591000001,1.5770200544324003e7,9.950786634630002e6,6.825468452876001e6
92.0,1.433962732094577e9,1.8572230829989999e6,1.1036932812875051e9,3.2785375178374296e8,1.169052959461416e9,2.6165343702487698e8,1.2644157964905101e8,4.921857095977621e9,1.557147976135344e9,1.2318524404076701e8,5013.856421,1.5744024323617004e7,9.92381575832e6,6.797678912803001e6
93.0,1.391238645099339e9,1.8899658173180001e6,1.1142183989987054e9,3.2757096171231997e8,1.126141438762366e9,2.7045819610713196e8,1.1162807045415102e8,4.343756363990068e9,1.508227705323649e9,1.1698906022431e8,5013.582359,1.5665120644372001e7,9.864578245472e6,6.749165141677001e6
94.0,4.126998816288441e8,1.98673277904e6,1.750857624614626e9,4.9666394218273306e8,2.05370098117585e8,3.82712883376865e8,9.016679539791e7,3.5121748361030836e9,6.782497768923601e8,2.65549895263516e8,4962.817035,1.4896392451345e7,9.069617620879e6,5.939100945758e6
95.0,7.088646769566771e8,1.9688900242839998e6,1.646764300441972e9,4.6905098653165e8,3.2036007721571e8,3.7964639153918004e8,9.379783852446e7,3.654465842037228e9,7.9380430727935e8,8.493963032267302e7,4972.427246,1.4973818958067e7,9.168818867492e6,6.049868127435001e6
96.0,1.468379215288373e9,1.8259385457239999e6,9.870452836994245e8,3.01357410748165e8,1.251154416182627e9,2.2131697029027802e8,1.51544183452728e8,5.896594452192359e9,1.624015569925633e9,1.5563635463726e8,5017.624556,1.5883686684863001e7,1.0044435333765e7,6.908632595132e6
